timestamp,act379,act13,act279,act323,act363,act302,latitude,longitude,FIR
28-02-2018 16:00,0,0,0,1,0,0,22.74359,75.793494,FIR145$
28-02-2018 21:45,0,0,0,1,0,0,,,FIR225$
28-02-2018 23:00,0,0,0,1,0,0,22.709422,75.84624,FIR276$
28-02-2018 19:30,0,0,1,0,0,0,22.683833,75.829296,FIR15$
28-02-2018 17:00,0,1,0,0,0,0,22.683833,75.829296,FIR55$
28-02-2018 19:45,0,1,0,0,0,0,22.683833,75.829296,FIR263$
28-02-2018 19:00,0,0,0,1,0,0,22.708925,75.853507,FIR40$
28-02-2018 20:00,0,0,0,1,0,0,22.708925,75.853507,FIR198$
28-02-2018 17:00,0,0,1,0,0,0,22.705097,75.888405,FIR70$
28-02-2018 20:30,0,0,0,1,0,0,22.692111,75.867548,FIR179$
28-02-2018 15:50,0,1,0,0,0,0,22.693141,75.827293,FIR222$
1/3/2018 12:00,1,0,0,0,0,0,,,FIR128$
1/3/2018 14:30,1,0,0,0,0,0,22.66215,75.9035,FIR98$
3/1/2018 16:30,1,0,0,0,0,0,22.66215,75.9035,FIR243$
1/3/2018 22:30,1,0,0,0,0,0,22.7462,75.8682,FIR12$
1/3/2018 18:35,1,0,0,0,0,0,22.7278,75.8046,FIR321$
1/3/2018 16:40,1,0,0,0,0,0,22.713,75.8236,FIR340$
1/3/2018 1:45,1,0,0,0,0,0,22.6709,75.8275,FIR327$
1/3/2018 12:00,1,0,0,0,0,0,22.8514,75.5422,
1/3/2018 12:20,0,0,1,0,0,0,22.7411,75.8512,FIR231$
1/3/2018 17:20,0,0,1,0,0,0,22.7411,75.8512,FIR263$
1/3/2018 15:35,0,0,1,0,0,0,22.66215,75.9035,FIR71$
1/3/2018 22:35,0,0,1,0,0,0,22.7094,75.8779,FIR244$
1/3/2018 16:20,0,0,1,0,0,0,22.5778,75.7796,FIR27$
1/3/2018 17:30,0,0,1,0,0,0,22.5778,75.7796,FIR285$
1/3/2018 15:25,0,0,1,0,0,0,22.6854,75.6143,FIR169$
1/3/2018 18:25,0,0,0,1,0,0,22.7115,75.8601,FIR85$
1/3/2018 20:45,0,0,0,1,0,0,,,FIR185$
1/3/2018 11:45,0,0,0,1,0,0,22.6905,75.8191,FIR47$
1/3/2018 19:50,0,0,0,0,1,0,22.7368,75.9086,FIR248$
1/3/2018 15:30,0,0,0,0,1,0,22.7462,75.8682,FIR76$
1/3/2018 16:05,0,0,0,0,1,0,22.7571,75.8822,FIR153$
1/3/2018 15:15,0,1,0,0,0,0,22.713,75.8236,FIR285$
1/3/2018 15:20,0,1,0,0,0,0,22.713,75.8236,FIR357$
1/3/2018 22:20,0,0,0,1,0,0,22.7373,75.8849,FIR329$
1/3/2018 22:30,1,0,0,0,0,0,22.7406,75.8509,FIR207$
1/3/2018 18:25,0,0,0,1,0,0,22.7115,75.8601,FIR114$
1/3/2018 8:55,1,0,0,0,0,0,22.7115,75.8601,FIR358$
1/3/2018 14:20,1,0,0,0,0,0,22.7571,75.8822,FIR211$
1/3/2018 0:55,0,0,1,0,0,0,22.72,,
1/3/2018 18:35,0,0,0,1,0,0,22.7269,75.8516,FIR201$
1/3/2018 12:05,1,0,0,0,0,0,22.6905,75.8191,FIR8$
3/3/2018 20:10,1,0,0,0,0,0,22.7177,75.8647,FIR181$
3/3/2018 20:05,1,0,0,0,0,0,22.7182,75.8749,FIR288$
3/3/2018 19:45,1,0,0,0,0,0,,75.8937,FIR305$
3/3/2018 15:30,1,0,0,0,0,0,22.7406,75.8509,FIR318$
3/3/2018 16:00,1,0,0,0,0,0,22.7406,75.8509,FIR223$
3/3/2018 13:40,0,0,1,0,0,0,22.7244,75.8839,FIR276$
3/3/2018 17:40,0,0,1,0,0,0,22.7152,75.87,FIR209$
3/3/2018 12:50,0,0,1,0,0,0,22.66215,75.9035,FIR322$
3/3/2018 13:00,0,0,1,0,0,0,22.7406,75.8509,FIR356$
3/3/2018 23:10,0,0,1,0,0,0,22.713,75.8236,FIR285$
3/3/2018 20:40,0,0,1,0,0,0,22.6854,75.6143,FIR93$
3/3/2018 4:10,0,0,0,1,0,0,22.7853,75.9057,FIR65$
3/3/2018 20:05,0,0,0,1,0,0,22.7462,75.8682,FIR296$
3/3/2018 0:15,0,0,0,1,0,0,22.72,75.8437,FIR178$
3/3/2018 22:50,0,0,0,1,0,0,22.713,75.8236,FIR111$
3/3/2018 23:40,0,0,0,0,1,0,22.7368,75.9086,FIR373$
3/3/2018 14:10,0,0,0,0,1,0,22.7278,75.8046,FIR208$
3/3/2018 22:50,0,0,1,0,0,0,22.7368,75.9086,FIR306$
3/3/2018 3:15,0,0,1,0,0,0,,75.7565,
3/3/2018 16:10,0,0,1,0,0,0,22.814795,75.935097,FIR95$
3/3/2018 17:50,0,0,1,0,0,0,22.8514,75.5422,FIR346$
3/3/2018 21:20,0,0,0,1,0,0,22.7462,75.8682,FIR331$
3/3/2018 11:20,0,0,1,0,0,0,,,FIR390$
3/3/2018 14:00,0,0,0,1,0,0,22.7406,75.8509,FIR190$
4/3/2018 9:00,0,0,0,1,0,0,22.724,75.8621,FIR128$
4/3/2018 19:05,0,0,1,0,0,0,22.7224,75.8743,FIR125$
4/3/2018 14:30,0,0,1,0,0,0,22.7096,75.8885,FIR233$
4/3/2018 23:05,0,0,0,1,0,0,22.7145,75.8802,FIR260$
4/3/2018 22:00,0,0,0,1,0,0,22.7007,75.8672,FIR361$
4/3/2018 18:30,0,0,0,1,0,0,22.7428,75.9034,FIR358$
4/3/2018 22:00,0,0,0,1,0,0,22.7073,75.9131,FIR242$
4/3/2018 13:40,0,0,1,0,0,0,22.7093,75.9014,FIR129$
4/3/2018 18:00,1,0,0,0,0,0,22.706,75.8605,FIR282$
4/3/2018 13:30,0,0,0,1,0,0,22.6962,75.8875,FIR190$
4/3/2018 21:30,0,0,1,0,0,0,22.6474,75.9031,FIR5$
4/3/2018 22:00,0,0,0,1,0,0,22.7048,75.8366,FIR390$
4/3/2018 8:00,0,0,1,0,0,0,22.68883,75.83114,FIR247$
4/3/2018 20:00,0,0,0,1,0,0,22.79283,75.738,FIR48$
4/3/2018 8:30,0,0,0,1,0,0,22.53765,75.83305,FIR84$
4/3/2018 17:00,0,0,0,0,0,1,22.539,75.911397,FIR342$
4/3/2018 21:00,0,0,1,0,0,0,22.72522,75.8713,FIR273$
5/3/2018 6:15,0,0,1,0,0,0,22.7236,75.8591,FIR51$
5/3/2018 23:00,0,0,0,1,0,0,22.737,75.88501,FIR384$
5/3/2018 7:30,0,0,1,0,0,0,22.737,75.88501,
5/3/2018 19:30,0,1,0,0,0,0,22.7379,75.897,FIR261$
5/3/2018 20:00,0,0,1,0,0,0,22.7657,75.8859,FIR245$
5/3/2018 13:30,0,0,0,1,0,0,,,FIR330$
5/3/2018 10:00,0,0,1,0,0,0,22.726,75.927,FIR403$
5/3/2018 14:00,0,0,1,0,0,0,22.726,75.927,FIR394$
5/3/2018 23:10,0,0,1,0,0,0,22.7462,75.879,FIR126$
5/3/2018 19:05,1,0,0,0,0,0,22.794868,75.853759,FIR110$
5/3/2018 19:10,1,0,0,0,0,0,22.699621,75.859932,FIR319$
5/3/2018 3:30,0,0,0,1,0,0,22.710027,75.862469,FIR140$
5/3/2018 18:45,1,0,0,0,0,0,22.698714,75.868101,FIR233$
5/3/2018 12:10,1,0,0,0,0,0,22.725692,75.838532,FIR35$
5/3/2018 14:25,0,0,1,0,0,0,22.728529,75.845047,FIR144$
5/3/2018 15:40,0,0,1,0,0,0,22.728529,75.845047,FIR90$
5/3/2018 0:45,0,0,0,1,0,0,22.706607,75.838129,FIR406$
5/3/2018 13:15,0,0,0,1,0,0,22.737303,75.885012,FIR319$
5/3/2018 14:00,0,0,1,0,0,0,22.696486,75.831778,FIR312$
5/3/2018 22:20,0,0,1,0,0,0,22.682472,75.837122,FIR35$
5/3/2018 19:45,1,0,0,0,0,0,22.690853,75.770579,FIR220$
5/3/2018 14:55,1,0,0,0,0,0,22.682074,75.852002,FIR132$
5/3/2018 21:40,0,0,1,0,0,0,22.671956,75.830021,FIR135$
5/3/2018 22:00,0,0,0,0,0,1,22.531931,75.769126,FIR261$
5/3/2018 19:10,0,0,1,0,0,0,22.929638,75.914387,
5/3/2018 21:00,0,0,0,1,0,0,22.539009,75.911397,FIR100$
5/3/2018 18:15,0,0,0,1,0,0,22.851444,75.542195,FIR31$
6/3/2018 11:40,0,0,0,1,0,0,22.727177,75.84129,FIR326$
6/3/2018 17:30,0,0,1,0,0,0,22.728835,75.8796,FIR405$
6/3/2018 15:20,0,0,1,0,0,0,22.725116,75.887766,FIR159$
6/3/2018 21:15,0,0,0,1,0,0,22.738098,75.887258,FIR337$
6/3/2018 20:45,0,0,0,0,1,0,22.730898,75.913329,FIR14$
6/3/2018 13:45,0,0,1,0,0,0,22.703141,75.861505,FIR89$
6/3/2018 15:30,0,0,0,1,0,0,22.701789,75.866702,FIR326$
6/3/2018 17:25,0,0,0,1,0,0,22.69968,75.864652,FIR203$
6/3/2018 18:40,0,0,1,0,0,0,,,FIR202$
6/3/2018 14:30,0,0,1,0,0,0,22.711535,75.860105,FIR241$
6/3/2018 20:30,0,0,0,1,0,0,22.757062,75.882186,FIR227$
6/3/2018 1:35,0,0,0,1,0,0,22.757062,75.882186,FIR248$
6/3/2018 11:30,0,0,1,0,0,0,22.70607,75.860504,FIR154$
6/3/2018 10:10,0,0,0,1,0,0,22.714156,75.856339,FIR49$
7/3/2018 14:50,0,0,1,0,0,0,22.72675,75.881079,FIR188$
